,respondent,task,interval,time,company,purpose,detail,description,PQ1,ATT1,PQ2,HQ1,PQ3,HQ2,HQ3,ATT2,PQ4,HQ4,familiarity
605,24,6,10s,282.0,News-online,News,It's outside and has sand/rocks?,"Some news articles with photo illustrations in the middle, live coverage on the left and most read news on the right, quite crammed in my opinion",2.0,2.0,3.0,4.0,3.0,3.0,3.0,2.0,3.0,2.0,False
606,25,1,10s,153.0,whistles,it sells sustainable fashion items,giraffe,"the page is a standard layout with space between blocks. It is quite sparse in places. There is a man, woman and a child demonstrating this this may for all and especially families",4.0,3.0,5.0,5.0,5.0,4.0,3.0,4.0,5.0,3.0,False
607,25,2,10s,132.0,i care,"it sells glasses, sunglasses and contacts",2,it uses a holiday image at the top of a family and then there are 3 pics underneath for funnels demonstrating the different types of products. It uses a heart in the logo ,5.0,5.0,6.0,5.0,6.0,5.0,5.0,5.0,5.0,5.0,False
608,25,3,10s,180.0,hillsport,outdoor products ,2020,There is a large snow leopard in the middle and a couple climbing a mountain in the top picture. It is advertising something called dynafit which you can click through to. there are categories down the bottom ,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,False
609,25,4,10s,152.0,weathery,provides info about the weather,for a week which you can click on ,it has lots of weather pics using mainly blue and yellow for colours to match the weather symbols it shows each day of the week down the bottom ,4.0,5.0,7.0,5.0,6.0,5.0,4.0,5.0,5.0,5.0,False
610,25,5,10s,134.0,mega zoo,looks like pet products,a paw print,it is a very busy site that has different pets along the top and then products underneath. It uses alot of colours and a logo ,2.0,2.0,3.0,2.0,3.0,2.0,4.0,3.0,2.0,4.0,False
611,25,6,10s,145.0,tech live,it looks like it is updating people on tech news,a woman by a computer,It is a very busy page but it is not ecommerce so for its purpose it is an info website. There are many stories to choose form including the bad news section on the right.,2.0,2.0,6.0,4.0,5.0,4.0,4.0,5.0,2.0,4.0,False
612,27,1,10s,104.0,Whistles,pajamas,bunny,"They are selling pajamas for the whole family. Man , woman and children.",5.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,False
613,27,2,10s,91.0,I-care,Sunglasses ,2,"They are selling sunglasses ,especially for holidays.",6.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,4.0,False
614,27,3,10s,127.0,Hillstart,Clothes for hiking and touring ,mountain lion,They are selling clothes for hiking such as boots and warm jackets. All the necessary clothing for touring around the wildness .,6.0,6.0,6.0,6.0,6.0,5.0,5.0,6.0,5.0,4.0,False
615,27,4,10s,97.0,Weathery,Weather forecast,Thursday,It shows weather forecast. It seemed showing many details regarding to weather.,3.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,False
616,27,5,10s,94.0,Mega Zoo,Stuff for pets,bone,"They are selling pet products, such as food and shelter and toys .",5.0,5.0,5.0,4.0,5.0,3.0,4.0,4.0,4.0,4.0,False
617,27,6,10s,107.0,Tech-live,Tech info,It looked like a warehouse or some kind of a modern farm.,It provides tech news from the world also there were an article about currency.,3.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,False
618,28,1,10s,76.0,Whistles,"Sustainable clothing for men, women and children",Tiger,"Very scandi style, clear images as to products on offer",7.0,7.0,7.0,7.0,6.0,6.0,6.0,7.0,7.0,7.0,False
619,28,2,10s,85.0,I-Care,"Eyewear, contact lenses",3,Showed the products the company sells,4.0,3.0,5.0,2.0,6.0,2.0,2.0,1.0,4.0,5.0,False
620,28,3,10s,79.0,Hillsport,"Sports gear, clothes, accessories",2022,"Big picture of a big cat, mountains and pictures of the products for sale",6.0,6.0,6.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,False
621,28,4,10s,53.0,Weathery,Weather forecasts and news,Tuesday,Weather forecast and news,6.0,6.0,7.0,7.0,7.0,4.0,5.0,6.0,6.0,5.0,False
622,28,5,10s,73.0,Mega Zoo,Pet supplies,Pet food,"Shop sells pet supplies like pet food, accessories for pets",6.0,6.0,7.0,2.0,5.0,3.0,3.0,3.0,4.0,5.0,False
623,28,6,10s,84.0,Tech Live,Magazine/information about technology in the press,Electricity,"Very monochrome and wordy page, not much colour",3.0,2.0,6.0,4.0,6.0,3.0,2.0,3.0,5.0,2.0,False
624,29,1,10s,140.0,whistles,sustainable fashion,Hedgehog,"Branding in line with nav bar. One image the width of the frame with a child saying sustainable fashion. Three more pictures below for male, female and childs products",7.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0,6.0,False
625,29,2,10s,188.0,i care,glasses,3,Branding at top with search with nav bar below. Main image is of a family group on a beach wearing sun glasses. Below are options for different glasses,5.0,6.0,7.0,6.0,6.0,7.0,5.0,7.0,7.0,5.0,False
626,29,3,10s,216.0,Hill sport,"sports wear, backpacks, shoes, winter stuff",2020,"Branding at top with search bar, nav bar below with list of items. Main body has advert new line of clothes. Products listed below",5.0,6.0,6.0,6.0,5.0,6.0,5.0,6.0,6.0,6.0,False
627,29,4,10s,168.0,wearthy,weather forecast,thursday,Branding at top with search. Nav bar below with options. Weather map shown for a location on a thursday,3.0,3.0,4.0,3.0,4.0,3.0,3.0,5.0,5.0,2.0,False
628,29,5,10s,158.0,Mega zoo,Animal products,Pass,Animal product website. Search bar at the top. Nav bar below branding listing different animals. Larger image below. Below again is a selection of pet products,5.0,5.0,5.0,4.0,5.0,4.0,3.0,5.0,5.0,4.0,False
629,29,6,10s,120.0,tech live,news,shipping containers,Branding in line with nav bar. Three columns on the page with mostly images in the middle. Very word heavy,2.0,2.0,4.0,4.0,3.0,2.0,2.0,3.0,1.0,1.0,False
630,30,1,10s,72.0,whistles,clothing,hedgehog,clothes for adults and kids.  Summery colours.,6.0,6.0,6.0,6.0,5.0,5.0,5.0,6.0,7.0,5.0,True
631,30,2,10s,93.0,icare,conatct lenses,2,"asked if ready for a vacation, Initially thought it was for hiolidays then saw captions undereath for different contact lenses",3.0,3.0,4.0,4.0,3.0,4.0,5.0,3.0,2.0,4.0,False
632,30,3,10s,85.0,hilsport,outdoor gear,unsure,picture of a cheetah.  Shows what products are offered - running gear,4.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,6.0,5.0,False
633,30,4,10s,88.0,weatherly,weather news,unsure,"Weather for prague, reports of snow. ",4.0,5.0,6.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,False
634,30,5,10s,118.0,mega zoo,animal products,animal footprints,"the colour yellow. approx 5 products were advertised including a water bowl and rodent wooden house.  Click and collect in 60 seconds,",6.0,4.0,6.0,4.0,5.0,4.0,3.0,4.0,5.0,3.0,False
635,30,6,10s,97.0,tech live,technology news,unsure,Lots of news regarding tech stuff. Too much information to read.,1.0,1.0,1.0,4.0,2.0,4.0,4.0,2.0,1.0,1.0,False
636,31,1,10s,149.0,Whistles,"Clothing for men, women and children",Dog,"A webshop for mens, womens and childrens clothing. It is clearly structured with light blue colours. The shop offers free delivery up to a specific date",7.0,5.0,7.0,5.0,6.0,3.0,3.0,4.0,7.0,3.0,False
637,31,2,10s,145.0,I-care,eye protection in the form of glasses and lenses,2,"This looks like the website of a provider of eye protection glasses and lenses. It explains how the products work, and also contains links to physical and e-shops",7.0,6.0,6.0,3.0,7.0,5.0,2.0,4.0,6.0,3.0,False
638,31,3,10s,142.0,HillSport,It provides active wear focusing on hillwalking ,2020,The website is a webshop for hillwalking attire. It has a big picture of a snow leopard which sets the tone for the type of products the company intends to sell. Clothing categories are clearly grouped together under general headings on the website,6.0,7.0,7.0,7.0,6.0,6.0,6.0,7.0,6.0,6.0,False
639,31,4,10s,108.0,Weathery,It provides a weather forecast for Czech Republic and Prague specifically,Thursday,The website shows a weather map and mostly predicts rain. Then it focuses specifically on the weather in Prague,7.0,4.0,6.0,3.0,7.0,3.0,3.0,4.0,5.0,4.0,False
640,31,5,10s,149.0,Mega Zoo,Provides products for a variety of pets,A smile,"The website caters for a variety of pets, it's a webshop that offers pet food and pet accessories. Products can be picked up from a physical store as quickly as in 60 minutes",7.0,3.0,6.0,1.0,7.0,1.0,1.0,3.0,6.0,2.0,False
641,31,6,10s,141.0,Tech-live,News in the technology sector,Desert mountains,The webpage focuses on the news in the technology world. It contains numerous article headings which I assume can be clicked on to access further content. There are also several pictures which also suggest there are articles behind them,1.0,2.0,3.0,4.0,3.0,3.0,2.0,2.0,2.0,3.0,False
642,32,1,10s,61.0,Whistles,Clothing,Dog,Women/Men/Kids clothing - colourful,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,False
643,32,2,10s,74.0,I-CARE,sunglasses/glasses/contact lenses,2,A website selling eyecare ,4.0,4.0,6.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,False
644,32,3,10s,83.0,hillsport,outdoor clothing/shoes,2020,Website selling outdoor clothes/shoes,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,False
645,32,4,10s,88.0,Weathery,Provides weather forecast,Today,Provides weather forecast and news ,4.0,4.0,6.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,False
646,32,5,10s,86.0,Megazoo,Pet food,pet food,Website that sells pet food,5.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,False
647,32,6,10s,66.0,Tech-Live,News/Publications,Coins,News/Publication of tech ,4.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,False
648,33,1,10s,134.0,whistles,Clothing ,Hedgehog,"Girl wearing a yellow tee, woman wearing yellow dress, grey background on first image, two other images of people also included",6.0,6.0,6.0,5.0,5.0,5.0,3.0,6.0,6.0,5.0,False
649,33,2,10s,179.0,icare,Wasn't clear - contact lenses,Picture of someone putting contacts in,"Basic, not very clear, selling contact lenses, maybe glasses too - can't really recall",3.0,3.0,4.0,3.0,5.0,3.0,3.0,4.0,2.0,2.0,False
650,33,3,10s,238.0,Hillsport,Sportswear,Leopard ,"A leopard, various block images",5.0,5.0,5.0,5.0,5.0,6.0,3.0,5.0,6.0,4.0,False
651,33,4,10s,141.0,Weathery,The weather forecast,Thursday,"A general weather site, quite blue - a couple of different weather widgets",4.0,3.0,6.0,4.0,6.0,3.0,2.0,4.0,6.0,3.0,False
652,33,5,10s,155.0,Mega Zoo,Animal supplies,Unsure,"Various bold colours, images of animal products, different types of animal lists",5.0,3.0,5.0,2.0,6.0,2.0,3.0,4.0,5.0,4.0,False
653,33,6,10s,185.0,Tech Live,Tech information,A cityscape,"Various tech info, a long list on the left hand side, news stories, very tech-looking",3.0,3.0,4.0,3.0,6.0,4.0,2.0,4.0,3.0,2.0,False
654,34,1,10s,80.0,whistles,sustainable clothes of all ages ,bear,n.a,7.0,5.0,5.0,6.0,6.0,4.0,4.0,5.0,5.0,5.0,False
655,34,2,10s,89.0,I-care,"sells glasses, sunglasses and contact lens",3,I saw a family lying on the beach and a image of a woman putting a contact in her eye. ,6.0,3.0,6.0,3.0,5.0,3.0,3.0,3.0,7.0,2.0,False
656,34,3,10s,78.0,hill,sport clothing and footwear,the leopard,A picture of a person hiking and a leopard,4.0,4.0,6.0,6.0,4.0,4.0,4.0,4.0,4.0,4.0,False
657,34,4,10s,91.0,weather,its a weather forecast page,unsure,"I saw a few different forecasts, and that it was set for Prague weather. Loads of different clouds and forecasts.",4.0,4.0,7.0,3.0,6.0,4.0,4.0,4.0,4.0,4.0,False
658,34,5,10s,214.0,,pet food ,dog treats,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,False
659,34,6,10s,175.0,tech-live,technology,batteries ,n.a,2.0,6.0,5.0,5.0,5.0,3.0,2.0,3.0,3.0,3.0,False
660,36,1,10s,123.0,whistle,clothing for men women and children,???????,"Large picture of girl and saying summer clothes. Below smaller pictures of man , woman and boy",5.0,5.0,6.0,4.0,5.0,4.0,3.0,4.0,7.0,3.0,False
661,36,2,10s,136.0,i-care,glasses,2,"Picture of family  3wearing sunglasses and 1 wear clear glasses.  Below larger panels advertising glasses, sunglasses and  contact lens",6.0,6.0,6.0,5.0,6.0,4.0,4.0,4.0,5.0,4.0,False
662,36,3,10s,156.0,Hill sport,"Shoes, clothes etc for outdoor wear",Snow lephard  with mountain background,Big picture with a few small ones below which are titles shoes coats etc.,6.0,7.0,5.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,False
663,36,4,10s,145.0,weathry,gives weather forecasts perticularly rain,Monday,"Map of checkia  with rain symbols,  below  it rain predictions for the next few days on right says Prague",4.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0,6.0,5.0,False
664,36,5,10s,103.0,Megazoo,Not clear,zoo,Cluttered smal  pictures of products but with no connection to each other,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,4.0,False
665,36,6,10s,112.0,Techlive,Batteries,Batteries,Pictures of products down the middle with news item headlines on both sides of the main display,3.0,3.0,4.0,2.0,4.0,3.0,2.0,3.0,3.0,2.0,False
666,37,1,10s,202.0,Whistles,sustainable fashion for everyone. Though pictures seemed to be of sleepwear or loungewear,can't remember. A bear perhaps?,Showed images of adults and children wearing pastel/neutral coloured PJs or perhaps it was lounge wear. Think hearts featured on the clothes.,4.0,4.0,4.0,3.0,4.0,3.0,3.0,5.0,4.0,2.0,False
667,37,2,10s,146.0,Icare,sunglasses of all sorts and astronomy gear,3,Picture of family wearing sunglass on top left hand side. List of categories of goos listed on top of page. Summery vibe to the page- seems to be all about sunglasses.,4.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,False
668,37,3,10s,138.0,HillSport,outdoor activity goods,2020,Picture of a leopard most prominent feature of page. List of sporting activities catered for listed across the top of the page,5.0,5.0,5.0,5.0,6.0,5.0,6.0,6.0,6.0,5.0,False
669,37,4,10s,113.0,Weathery,weather forecasts,can't remember,Picture if a weather map took up major portion of the page. ,4.0,4.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,4.0,False
670,37,5,10s,126.0,Megazoo,pet supplies,triangle,Company name as small logo on top left hand side. Listed the various pet categories catered for.,6.0,5.0,7.0,5.0,6.0,5.0,5.0,6.0,7.0,5.0,False
671,37,6,10s,138.0,Can't remember,News?,Oil refineries?,Can't remember much. Seemed to be news headlines,3.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,False
672,38,1,10s,163.0,Whistles,Clothes,unsure,"3 boxes in the mainfram - Men's products, Womens and children 
free shipping was at the top in small writing 
The logo was in small round blue circle",6.0,3.0,4.0,2.0,4.0,1.0,3.0,4.0,4.0,2.0,False
673,38,2,10s,155.0,I- Care,Sunglasses and contact lenses ,1,"The page had a blue colour scheme 
3 main boxes at the bottom with sunglassess and contact lenses 
Family picture on the beach in the middle 
there was a menu along the top",4.0,4.0,5.0,4.0,3.0,4.0,5.0,5.0,7.0,5.0,False
674,38,3,10s,159.0,Hill Sport ,Outdoor sports gear,2020,"Outdoor gear 
A big cheetah/leopard 
People walking up a hill",4.0,4.0,4.0,4.0,4.0,7.0,6.0,5.0,5.0,5.0,False
675,38,4,10s,165.0,Weathery,Weather information,Sunday,"A map with different temperatrues 
Along the side was the speed of the wind for different days 
The name is the website was written in blue 
Pragua in the top right hand corner ",5.0,4.0,4.0,4.0,3.0,2.0,2.0,3.0,4.0,2.0,False
676,38,5,10s,114.0,Mega Zoo,Pet food ,cat paw/print,"A few products available on the site 
search bar 
",6.0,2.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,2.0,False
677,38,6,10s,104.0,Tech Live ,Information on tech ,Coins/car,It was one big block of text ,1.0,1.0,3.0,4.0,6.0,4.0,1.0,2.0,1.0,1.0,False
678,39,1,10s,-337.0,Whistles,Clothing,did not notice,"A clean looking page with details of the company across the top.
A large picture across the middle featuring their childrens promotion.
Three smaller pictures below for men's, women's and childrens clothing",6.0,6.0,6.0,6.0,6.0,6.0,5.0,7.0,7.0,5.0,False
679,39,2,10s,-348.0,I-care,Glasses and sunglasses,1,"Bright clean feel. Company information across top. Clear menu choices across the page. Three major pictures leading to further detail - sunglasses, glasses etc.",6.0,7.0,6.0,7.0,5.0,7.0,6.0,6.0,6.0,6.0,False
680,39,3,10s,-350.0,Hillsport,Outdoor clothing and supplies,Did not notice,"Company information at top. Central picture of two runners jogging up a hill with a snow leopard in the foreground. 
clear picture buttons across the bottom leading to other areas of the website",6.0,7.0,6.0,6.0,5.0,7.0,6.0,6.0,6.0,6.0,False
681,39,4,10s,-345.0,Weathery,detailed weather information,did not notice,It was obviously a weather page with a central map of an area showing current weather conditions diagrammatically. More detailed information in boxes giving temperature forecasts and other weather information,3.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,False
682,39,5,10s,-379.0,Mega Zoo,Pet food and supplies,animals,"Details of the company at the top with a breakdown by pet type below.
Main promo offer below that and then examples of specific products ",5.0,5.0,6.0,4.0,5.0,4.0,3.0,5.0,6.0,5.0,False
683,39,6,10s,-313.0,Tech Lite,It did not seem to be selling anything but instead had information on environmental issues,An industrial plant - refinery or something similar,Title with company name and some details. A bar down the left with what looked like timed news items. Central pictures and headlines that looked like they lead to more detailed reports,3.0,4.0,4.0,5.0,5.0,5.0,3.0,4.0,5.0,5.0,False
684,40,1,10s,182.0,Whistles,"Mens, Womens & Childrens Clothes",Don't know,"Shipping info, logo, banner, menu items, 3 columns with picture & text in each: Mens Clothing, Ladies clothing, Kids Clothing",7.0,7.0,7.0,7.0,7.0,6.0,5.0,6.0,7.0,5.0,False
685,40,2,10s,166.0,i-care,"Glasses, lenses, eye care",2,"logo, Info, menu items, banner, 3 picture blocks: Glasses, lenses, eye wash",6.0,6.0,6.0,5.0,5.0,5.0,5.0,6.0,6.0,5.0,False
686,40,3,10s,236.0,Don't know,"Clothes, footwear, bags - Walking related",Don't know,"Info items across the top, logo & banner, picuture of a white tiger & mountains, hegagon with writing, 4 item picture blocks clothes, footwear, bags & something else",5.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,6.0,5.0,False
687,40,4,10s,181.0,Weathery,Weather forecast,Thursday,"Logo & Banner.  Day information, Map with weather icons.  Orange box with umbrella.  Forecast box for future days another with more information",6.0,6.0,6.0,5.0,6.0,5.0,5.0,6.0,6.0,5.0,False
688,40,5,10s,226.0,Moo zoo,A varoety of things for pets,Was it 60% ,"Logo, menu items with animal pictures, banner with promotions, items for sale",2.0,3.0,2.0,4.0,3.0,2.0,2.0,3.0,3.0,4.0,False
689,40,6,10s,208.0,Tech Live,Don;t know,Don't know,"News paper style website.  Info banner in black,  Lots of items/categories.  Table of contents on the left column & Middle column had 3 pictures & text, right column was primarily text.  ",1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,False
690,41,1,10s,432.0,whistles,clothing,hedgehog,4 images on large with the 3 subsections of men woman and children along the bottom,6.0,3.0,4.0,4.0,6.0,3.0,5.0,3.0,4.0,2.0,False
691,41,2,10s,148.0,I care,glasses/contact lenses,not sure,"Children on a beach, products below, 3 sections, running glasses, glasses and contacts",4.0,3.0,4.0,3.0,6.0,5.0,3.0,4.0,5.0,3.0,False
692,41,3,10s,1655.0,HILLSPORT,"Hiking gear, footwear, outdoorwear etc",Snow Leopard,"Looked well, related to hiking in winter, made the gear seem like it would be useful, white used and different products eg. footwear clearly displayed on the bottom",6.0,6.0,5.0,7.0,4.0,7.0,4.0,4.0,6.0,4.0,False
693,41,4,10s,111.0,Weathery,weather forecast,Sunday ?,"Map with standard weather forecast on it, simple weather for next days below this",5.0,3.0,6.0,3.0,1.0,3.0,3.0,4.0,4.0,1.0,False
694,41,5,10s,578.0,woof,"Sells all pet needs, food and leads",dog paws,"Not too professional, loads of photos, easy to use",7.0,3.0,4.0,2.0,6.0,1.0,2.0,2.0,4.0,4.0,False
695,41,6,10s,143.0,Tech Page ,News,windmill,"News site, looks very easy ti use, headlines on the left, news stories centre and tabs along the top for topics",6.0,6.0,6.0,7.0,4.0,6.0,4.0,5.0,7.0,4.0,False
696,42,1,10s,90.0,Whistles,Sustainable fashion,Zebra,"Sustainable fashion for men, women and children - showcasing summer collection",4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,True
697,42,2,10s,91.0,I-Care,Optical glasses,2,A family on a beach - to start with I thought it was for a tour operator selling holidays,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,4.0,False
698,42,3,10s,117.0,Hillsport,Outdoor clothing specialists,Animal and someone walking ,Clothing to cater for the outdoors,5.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,False
699,42,4,10s,81.0,Weather,Provides forecasted weather predictions,No idea,A page showing weather forecasts,3.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,False
700,42,5,10s,97.0,Mega Zoo,Pet food and equipment,a timer - pick up quickly,Selling all sorts of pet foods for a wide range of animals,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,False
701,42,6,10s,110.0,Tech-Live,Provides new and info on a range of tech areas,Can't recall,"Like a publication with an index over on the left hand column, and various headers to click on whichever tech area you are interested in",4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,False
702,43,1,10s,124.0,Whistles,"Clothing for men, women and children",Panda bear,"A very clear and pleasant front page, good colour scheme with pleasant pics and very non ambiguous.",7.0,7.0,7.0,7.0,5.0,7.0,6.0,7.0,7.0,6.0,False
703,43,2,10s,159.0,i Care,Vision related services,1,A stylish eye related web page that took me a few seconds to realise what the actual product was as it looked a little like an outdoor holiday website!,3.0,6.0,3.0,6.0,2.0,6.0,6.0,5.0,2.0,6.0,False
704,43,3,10s,122.0,Hillsport,Sports attire,Snow Leopard,"A site for outdoor attire such as hiking etc, good layout and captivating front page. Looks professional.",6.0,6.0,6.0,6.0,5.0,5.0,5.0,6.0,6.0,6.0,False
705,43,4,10s,125.0,Weathery,A standard weather forecast web page,Prague,"Good layout and it does exactly what the consumer wants, clear and precise. ",6.0,5.0,7.0,4.0,6.0,4.0,3.0,6.0,7.0,5.0,False
706,43,5,10s,142.0,Mega Zoo,Pet related equipment,Bones,A busy but informative page that sells a plethora of pet related equipment.,3.0,4.0,5.0,3.0,5.0,3.0,3.0,3.0,3.0,4.0,False
707,43,6,10s,123.0,Tech Live,Up to date tech info as well as current affairs related info,A picture of a battery factory,Detail and very text heavy but looked to contain a lot of information,5.0,5.0,5.0,4.0,5.0,4.0,2.0,4.0,5.0,5.0,False
708,44,1,10s,177.0,Whistles,"Fashion clothing for men, women and children",Dog,"The tiny font of the company name made it very difficult to appreciate the rest of the advert. There were pictures of a man, woman and child all wearing very bland looking clothes.",4.0,3.0,4.0,2.0,6.0,1.0,1.0,4.0,5.0,2.0,False
709,44,2,10s,127.0,I-Care,"Glasses, Sunglasses",Two,Family posng on a beach - everyone has sunglasses and look happy,6.0,6.0,5.0,6.0,4.0,4.0,4.0,4.0,6.0,4.0,False
710,44,3,10s,233.0,Hillsport,"Everything outdoors needed such as clothes, footwear, camping equipment, rucksacks",2022,"I saw a snow leopard with a mountain in the background. There was a mountaineer going up a hill. Below the pic is an option to go onto different departments featuring clothes, footwear, rucksacks and camping eqpt.",4.0,7.0,7.0,6.0,5.0,5.0,5.0,5.0,6.0,7.0,False
711,44,4,10s,133.0,Weathery,Weather reports,Monday to Sunday,Weather charts with symbols - mostly cloudy,5.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,3.0,4.0,False
712,44,5,10s,165.0,Mega Zoo,Petfood and all things related to pet-keeping,Bone,"The site was attractive showing a doggy bag - presumably full of food for pets. There were options for dogs, cats and other types of pets to click on for further info.",4.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,False
713,44,6,10s,165.0,TECH LIFE,Energy news and storage batteries,Huge square building - white - could be nuclear power station,There were news on energy prises going up and various different types of energy storage.,1.0,3.0,3.0,4.0,4.0,3.0,2.0,2.0,1.0,1.0,False
714,45,1,10s,72.0,whistles,sustainable clothes,giraffe,Nice and clean website - just a few pictures and icons really pleased ,7.0,7.0,7.0,7.0,2.0,7.0,7.0,7.0,7.0,7.0,False
715,45,2,10s,99.0,I-care,"eye care for summer and holidays  - sport sunglases, contact lenses etc",2,"there was a nice picture of a family on holiday, person running person changing contact lenses = overall it was too blue for me ",5.0,4.0,5.0,3.0,5.0,3.0,5.0,5.0,5.0,4.0,False
716,45,3,10s,63.0,hillsport,mountain clothing and footwear,2018,I like the design ,6.0,7.0,7.0,7.0,2.0,6.0,7.0,7.0,6.0,6.0,False
717,45,4,10s,62.0,weathery,provide information about weather,monday ,Easy to understand and navigate,6.0,5.0,5.0,4.0,6.0,3.0,2.0,5.0,6.0,6.0,False
718,45,5,10s,70.0,Mega Zoo,sell animals related producst,sale,I liked the colors and the way the website was organized,5.0,7.0,7.0,7.0,2.0,7.0,7.0,7.0,7.0,7.0,False
719,45,6,10s,99.0,tech-live,It's a website providing news about itech word,Factory ,There was too much text on the page and hard to get a better understanding what is the website's main purpose ,5.0,3.0,3.0,3.0,2.0,2.0,1.0,4.0,1.0,4.0,False
720,47,1,10s,223.0,Whistlers,clothes,(blank sorry),"menu - small logo - too small actually as name wasn't stand out. 
underneath full image of a young girl in a yellow tshirt.
underneath that three images to make up a typical white family. man, woman, and a young boy. each image being a click box to men's fashion, women's fashion etc",6.0,5.0,6.0,4.0,6.0,4.0,4.0,4.0,4.0,3.0,False
721,47,2,10s,217.0,icare,glasses / contact lenses for eyes,2,"menu bar across the top. underneath icare name.
underneath that an image of a young family on the beach in sun glasses facing camera. underneath that 3 boxes for various eye products. one being for contact lenses",6.0,5.0,5.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,False
722,47,3,10s,260.0,hillsport,clothing,2020,"menu across the top of the page and then the hillsport logo with an outline of the a mountain underneath.
then a beautiful image of a snow leopard? advising of the 2020 collection. underneath that 4 boxes with images as prompts to click on. one was for clothes - cant recall the rest ",6.0,6.0,5.0,6.0,5.0,6.0,6.0,6.0,5.0,6.0,False
723,47,4,10s,172.0,Weathery,weather forecasts,Thursday,blue menu banner at the top. then underneath for 3/4 of the page from the left hand side was a map and forecast for different areas for Thursday. on right hand side was a menu of weather items,4.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,False
724,47,5,10s,229.0,Mega zoo,food for animals,bones,"very bold menu and search engine as a banner across the page.
then underneath a very bold yellow background  and red circle about delivery in 60 minutes. next to this am image of i imagine a one of their delivery boxes as it has their name on,
underneath this was examples of animal food - the only one i can remember is reptile food ",5.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,3.0,False
725,47,6,10s,180.0,Tech live,news about tech items,article picture about batteries,on the left was a menu of tech news reports- in the middle was a banner image headed with the word batteries. underneath this image were smaller images for a couple of rows about other new items. om the right hand side was a menu of most read news articles,4.0,3.0,5.0,4.0,6.0,4.0,3.0,4.0,5.0,2.0,False
